file,classes,x1,y1,x2,y2
./healthy/IMG20190523140218_01.jpg,"['healthy', 'healthy', 'healthy']","[170.02403286503764, 49.36074829673413, 35.86510613625478]","[194.28761210011558, 89.95472454663249, 2.114324205104367]","[219.27932047884184, 188.69936457438112, 206.65676687071934]","[216.14332302895667, 118.29466780897204, 174.38497845048516]"
./healthy/IMG20190523140219.jpg,"['healthy', 'healthy', 'healthy']","[46.8144536052975, 169.90096510523995, 60.81542716518783]","[8.695181492713715, 7.281209811304819, 63.11135833988962]","[221.0410883485048, 241.08014767740866, 68.98495318195958]","[198.80270212511778, 29.09660546998927, 237.5607351002014]"
./healthy/IMG20190523140226.jpg,"['healthy', 'healthy']","[14.71813634477337, 169.34762822266737]","[68.49874707522542, 12.692153613905077]","[181.8208424365645, 206.43092146289473]","[134.4282970913103, 39.42732354251896]"
./healthy/IMG20190523140242.jpg,"['healthy', 'healthy']","[62.07639732125568, 8.337018372243278]","[53.257828662237756, 4.786737347095993]","[93.52628954665576, 71.5151554416299]","[134.59418740912537, 55.716400922458405]"
./healthy/IMG20190523140249.jpg,"['healthy', 'healthy', 'healthy', 'healthy']","[8.295614659489672, 78.7555756599429, 131.93914722830286, 119.30611877863731]","[161.91869165220666, 155.03296603196057, 134.21961412620854, 14.801633063114963]","[63.793601243155706, 194.3419726674642, 225.1767803731844, 242.3312763452869]","[193.95653524334224, 210.0734550554528, 187.52450853561504, 210.97527474158426]"
./healthy/IMG20190523140254.jpg,['healthy'],[68.64805935524751],[73.98543967079033],[188.03124038461252],[83.87033535311085]
./healthy/IMG20190523140303.jpg,['healthy'],[191.17533190401005],[205.16288018849818],[250.11200054378787],[243.37994886165973]
./healthy/IMG20190523140413.jpg,"['healthy', 'healthy', 'healthy']","[13.773816389574534, 60.78620631258863, 218.48367690127813]","[43.0644036452089, 76.9892846074718, 79.12944598706005]","[79.3731961109992, 190.525179177097, 247.89110532189252]","[50.30564358639526, 164.90601491367607, 211.7906149819256]"
./healthy/IMG20190523140414.jpg,"['healthy', 'healthy']","[52.04539830660869, 240.08926121795847]","[22.67420116876565, 54.99193539767475]","[226.94101445241952, 240.6628527577898]","[221.3210415078225, 212.30009967700772]"
./healthy/IMG20190523140900.jpg,"['healthy', 'healthy', 'healthy', 'healthy']","[16.379789894215065, 144.9401831919564, 99.75135384985518, 9.794115244379014]","[147.69084738520536, 134.31366611873284, 183.6135352917386, 59.36203515063238]","[204.76606822926485, 216.40372837813578, 167.01941360280728, 15.103948208795572]","[197.47725309863432, 231.28489963251124, 237.078622854561, 121.38218577809891]"
./healthy/IMG20190523140904.jpg,['healthy'],[57.85047525366741],[12.572679229717778],[113.67745677149426],[100.54592471160734]
./healthy/IMG20190523140906.jpg,"['healthy', 'healthy']","[49.69088240519727, 107.87530693289517]","[209.9289277692695, 97.9160471884532]","[103.62295828958798, 211.96351558256325]","[213.2434908575735, 152.6526469582546]"
./healthy/IMG20190523140908.jpg,"['healthy', 'healthy', 'healthy', 'healthy']","[25.206461241477143, 169.22291943207279, 158.1462182933893, 166.72013338263778]","[28.35723399230602, 44.18248476884989, 145.06108665510135, 177.49348326193794]","[86.65280351792944, 174.03385819802577, 210.5339753163362, 248.37689307484635]","[88.49867358811969, 126.84395195130566, 253.9312388570844, 191.8458582702535]"
./healthy/IMG20190523133714.jpg,"['healthy', 'healthy', 'healthy']","[68.90095328182082, 148.3101647538319, 110.35843097823934]","[82.38568976469918, 93.28732429372349, 66.5695041796321]","[182.54743700955132, 192.5364540193307, 252.67752832484805]","[165.86813051241714, 227.55180405023904, 188.03072191052445]"
./healthy/IMG20190523133727.jpg,"['healthy', 'healthy', 'healthy', 'healthy']","[1.751629351330962, 131.32346560920038, 191.706413709754, 7.250628882169337]","[79.60405084790443, 56.599074937930794, 136.03346161180494, 248.41137358362198]","[197.24872424250393, 254.96199293559826, 225.83973205361772, 203.33400201463442]","[91.72843949584058, 210.03686796963237, 192.4530194098951, 250.74952651102635]"
./healthy/IMG20190523133736.jpg,['healthy'],[205.93763412384948],[8.072276564863273],[213.19639230821363],[233.58108800705125]
./healthy/IMG20190523133745.jpg,"['healthy', 'healthy', 'healthy']","[23.83839007850375, 170.47941791356607, 14.700975811136175]","[55.00148294885935, 114.11629739282506, 90.71571392209708]","[124.5711791259775, 200.87209847249898, 239.1564200072068]","[237.24871722131456, 169.08869110368147, 102.65956897317852]"
./healthy/IMG20190523133750.jpg,"['healthy', 'healthy', 'healthy']","[21.226286602525875, 42.77616325087337, 17.455147039970967]","[88.93212100862752, 52.65971240985104, 173.77992379764675]","[137.34500582727398, 194.74397272308065, 97.57642350761205]","[124.453908266443, 234.32883257114145, 209.16271473264717]"
./healthy/IMG20190523133828.jpg,['healthy'],[88.52746542494907],[131.14241234413595],[178.35855330069984],[138.04252568058132]
./healthy/IMG20190523133835.jpg,['healthy'],[118.6944471762659],[118.53570981148485],[123.0471812855638],[131.5031897154649]
./healthy/IMG20190523133841.jpg,"['healthy', 'healthy']","[108.87421057313045, 149.05398929214496]","[19.740205785873485, 105.07539838165425]","[211.375908343257, 207.1388303473187]","[67.20501836786207, 212.29248105808793]"
./healthy/IMG20190523133858.jpg,"['healthy', 'healthy', 'healthy', 'healthy']","[48.37491588640921, 55.579994699672056, 95.32893988096393, 37.8983083980923]","[123.01194257592394, 112.62103843102761, 3.916455734527375, 178.3928609885878]","[162.97907422773997, 227.20361407127365, 162.6511900143721, 117.31051121579782]","[243.84841077997922, 134.67007444659808, 148.98406910574178, 214.05487708901074]"
./healthy/IMG20190523140119.jpg,"['healthy', 'healthy']","[167.5650217557701, 9.595236630733751]","[24.31832054842073, 121.3699392761101]","[169.2845331356899, 197.65982211085958]","[220.63492634491644, 149.39565662607467]"
./healthy/IMG20190523140120.jpg,"['healthy', 'healthy', 'healthy', 'healthy']","[45.666933865540045, 161.44165134553717, 31.20234430384815, 86.63944453910668]","[2.9607406314107436, 23.14739253974426, 0.4876946644825466, 45.12673695926176]","[60.79643239716964, 171.94093536830923, 221.53416077943237, 101.62275397106933]","[245.72052496794555, 77.29013369069375, 217.9201065719992, 58.70553842806186]"
./healthy/IMG20190523140129.jpg,"['healthy', 'healthy', 'healthy', 'healthy']","[23.519017706118404, 51.75024068440038, 154.26558165681527, 29.253081911071348]","[96.92350022182006, 184.40547109507435, 32.65578554931102, 150.5918149256463]","[200.36601318180206, 251.20483138003024, 191.63795884895893, 108.15878955350098]","[141.71768492475005, 212.6452940017972, 118.45534696686167, 204.62795850662002]"
./healthy/IMG20190523140136.jpg,"['healthy', 'healthy']","[1.5707457437874837, 25.21335378587591]","[148.50767294932396, 1.6047839408290656]","[196.4896409451748, 46.65111356452567]","[174.47115011572728, 11.849301845604828]"
./healthy/IMG20190523140137.jpg,"['healthy', 'healthy', 'healthy']","[125.18615954499256, 72.20699989587104, 24.714439716345282]","[108.568078833035, 203.56306665890895, 149.76858349049616]","[150.0229993935535, 252.5747815953678, 146.75497957775443]","[148.8690477979892, 253.95922960704468, 179.2748464905647]"
./healthy/IMG20190523140151.jpg,['healthy'],[101.23710333255087],[67.64111319746979],[133.26296308056573],[183.76068790673864]
./healthy/IMG20190523140202.jpg,"['healthy', 'healthy', 'healthy']","[174.33074653539504, 3.169539453036265, 240.8630770618048]","[10.361574259536894, 0.7104622314086839, 38.648932946517476]","[214.18222676982847, 67.70188017398698, 251.9258314201399]","[186.3506723102326, 134.81830077189417, 110.29507705534621]"
./healthy/DSC00085.JPG,"['healthy', 'healthy', 'healthy']","[58.14035149530807, 98.85140680967649, 126.429566263873]","[73.45142020293056, 5.937551284285178, 13.847704354463644]","[66.07026651021602, 251.20908320705388, 150.55570197030164]","[196.36937849089358, 12.274956376502843, 225.06265591682572]"
./healthy/DSC00086.JPG,"['healthy', 'healthy', 'healthy']","[115.47637507969958, 68.22921842485127, 14.297546121113953]","[105.6007942672477, 68.77108306447681, 14.58998912980283]","[245.6917337273352, 174.23747420157764, 196.60228018869282]","[221.03009199650137, 252.52849239360148, 113.21662530260795]"
./healthy/DSC00092.JPG,"['healthy', 'healthy', 'healthy']","[17.00046246205241, 45.31451579343397, 82.59514857921093]","[101.54899117370223, 176.46550137065358, 82.12564776534902]","[41.223545700134395, 186.19767626257473, 124.72730986664405]","[207.56087245805043, 208.69291034042493, 99.72418765321493]"
./healthy/DSC00093.JPG,"['healthy', 'healthy', 'healthy', 'healthy']","[59.54120744123645, 74.18141389932387, 175.5315567647649, 87.05552476210715]","[35.378097695337175, 53.19700900309033, 41.547056764018606, 117.10729689958731]","[232.62558241586046, 188.13469214611425, 183.93246961744944, 120.05281712669787]","[39.92408170405827, 214.26556226580016, 136.4101539372107, 121.56597147510453]"
./healthy/DSC00095.JPG,"['healthy', 'healthy']","[99.96749854738533, 72.44169616268516]","[65.8471045358607, 5.763372229563402]","[237.63972991514407, 78.55497766217329]","[126.52960827119719, 252.65336225974764]"
./healthy/DSC00096.JPG,"['healthy', 'healthy']","[114.02312394678438, 95.15653472015924]","[17.10637162383108, 124.37703545040176]","[168.82129279756379, 251.30537304386945]","[157.8620046355686, 233.00476711402192]"
./healthy/DSC00099.JPG,"['healthy', 'healthy', 'healthy']","[116.92851106305682, 105.90428048109257, 218.7848852491148]","[29.146693759439927, 26.26457464238152, 63.07537350202787]","[207.9977284138473, 159.82723964387424, 237.90530877483155]","[109.96490225096761, 67.42166999345378, 71.77594709411704]"
./healthy/DSC00101.JPG,['healthy'],[0.7993780925729084],[81.12226475296632],[156.5206835288654],[119.71473141063998]
./healthy/DSC00102.JPG,"['healthy', 'healthy', 'healthy', 'healthy']","[13.915635019576513, 139.26324541161563, 214.11534664231007, 72.1116912599256]","[0.4625708292522006, 28.945007271256827, 16.112973124626734, 194.69939219355655]","[167.75114874191297, 157.67196089935538, 238.53281589406222, 228.50672810167978]","[23.905129765840712, 161.9263601788628, 72.55516532188923, 208.275709170871]"
./healthy/DSC00105.JPG,"['healthy', 'healthy', 'healthy', 'healthy']","[22.241905778716557, 109.42752400334143, 50.245502829418854, 104.040487395799]","[86.92216269335728, 93.23897624774403, 7.28058396080246, 157.34658620935608]","[118.45124317886894, 158.92603140629583, 50.49287817368318, 136.05620918025787]","[96.21952509545861, 135.43252776007125, 101.8749879593762, 182.8910010570929]"
./healthy/DSC00107.JPG,['healthy'],[16.148219119893383],[26.98961235622093],[62.980690649262584],[177.80553074658036]
./healthy/DSC00119.JPG,['healthy'],[52.52079507069496],[141.77454740251812],[152.99997289046124],[185.3594891337357]
./healthy/DSC00123.JPG,['healthy'],[0.020236057336404656],[171.4340265928058],[178.03259114552054],[230.96944291357056]
./healthy/DSC00130.JPG,"['healthy', 'healthy']","[5.813581735793264, 37.8164411449558]","[18.82008883978847, 52.64468853658727]","[45.42548692341444, 221.6758849328441]","[142.5468959562777, 213.39056160141618]"
./healthy/DSC00134.JPG,"['healthy', 'healthy', 'healthy']","[22.085172849763296, 11.787108761059642, 11.70108085531885]","[51.167434878826384, 2.050527080225663, 48.03981135917539]","[160.34239316458792, 47.034306313365676, 177.7547789702245]","[229.64422663387353, 200.53825488494562, 96.35111491476138]"
./healthy/DSC00136.JPG,"['healthy', 'healthy', 'healthy', 'healthy']","[98.69789359237319, 26.839541715118912, 73.86088889460581, 100.75029072173103]","[144.40236585069695, 8.706287313152501, 149.83307108120232, 79.42922602619444]","[236.44304508514588, 218.29823871116224, 141.61961066533595, 203.48340207289542]","[151.20408304970937, 148.38364054859719, 193.81288758832585, 140.65147500783772]"
./healthy/DSC00150.JPG,"['healthy', 'healthy', 'healthy']","[114.54037929824983, 13.096943931838808, 56.95115124959429]","[163.10405665973246, 159.78012328951309, 170.40651307815298]","[251.88612976012448, 197.93355825106974, 134.92775733122855]","[234.7458937541343, 239.6488753754349, 183.32331435152733]"
./healthy/DSC00084.JPG,"['healthy', 'healthy']","[49.97958762865926, 29.302969556990035]","[184.4731226956909, 137.3876896714012]","[119.88877186329299, 147.6975809055277]","[190.90783243258295, 216.81752065610172]"
./healthy/DSC00152.JPG,"['healthy', 'healthy', 'healthy']","[35.625640067913, 37.13777377353159, 52.03237270000122]","[54.44801437944881, 75.73956422036028, 22.817228371253293]","[65.12022596839404, 229.39221477245175, 170.56178486759018]","[140.50464029169558, 94.67044888192552, 71.36901313181147]"
./healthy/DSC00241.JPG,"['healthy', 'healthy', 'healthy']","[96.20779369552119, 72.34909058629185, 95.5973916895841]","[6.0611705621172405, 156.82435577881364, 9.978639879672158]","[174.18155144428658, 253.93558055621202, 120.98992027119559]","[204.06449343416628, 244.29761063208835, 19.226438893014972]"
./healthy/DSC00347.JPG,"['healthy', 'healthy', 'healthy', 'healthy']","[79.3292912409197, 25.365231008116154, 17.865713007021043, 198.03940541538554]","[124.07452430706059, 170.18726018691373, 35.86633475986824, 9.940801741992885]","[153.37591476576458, 176.37399094061195, 186.441537206115, 228.83378950429298]","[171.2492620200561, 179.8784186717168, 198.38299731959756, 155.97186711083268]"
./healthy/DSC00514.JPG,"['healthy', 'healthy', 'healthy', 'healthy']","[115.54722572288918, 98.61367143287714, 37.033511958951436, 170.58466515581284]","[79.03985802143328, 153.7563970695134, 220.2193390882948, 172.3646483504092]","[238.3710724431047, 185.03637272175735, 189.34778261530687, 252.2323173019045]","[179.99615471950602, 200.2713374732385, 247.77255655301806, 244.09411114528342]"
./healthy/DSC03617.JPG,"['healthy', 'healthy']","[96.85302330506283, 153.15478154372963]","[74.01560320047312, 46.41790504321878]","[251.34881236870467, 241.27190977424945]","[192.55288450145758, 160.74700051610986]"
./healthy/DSC03637.JPG,"['healthy', 'healthy', 'healthy']","[177.61544061702207, 185.2385938213275, 92.14795895555909]","[57.47320417077569, 175.87998825834757, 98.8181355573142]","[216.7941624690213, 206.55175928187134, 110.07317750557587]","[247.47729428463893, 191.16686176664737, 181.291624606164]"
./healthy/DSC03655.JPG,"['healthy', 'healthy']","[27.55698258007672, 123.49370904074277]","[2.690059159086587, 27.647780020762553]","[227.55118919011093, 210.11353125389982]","[65.54282949166196, 72.4093607831953]"
./healthy/DSC03674.JPG,"['healthy', 'healthy', 'healthy', 'healthy']","[89.1341936613488, 125.18220170169658, 139.56924473699712, 60.818296764208014]","[105.0888063056374, 12.121571855419234, 40.521237148529224, 155.29913603124055]","[227.39497343248948, 135.49676307783992, 205.50797778266167, 221.10439251462026]","[136.4405055766145, 131.0330994229458, 233.679529429926, 157.19175757712594]"
./healthy/DSC03692.JPG,"['healthy', 'healthy', 'healthy']","[152.09597710848863, 133.15025291359103, 205.14960734815674]","[21.28510225954824, 154.45863257242922, 60.03909386477639]","[227.48357852235497, 174.55364531718052, 243.13282591838512]","[222.50525418363517, 223.02676782073766, 116.75278356015832]"
./healthy/DSC03710.JPG,"['healthy', 'healthy', 'healthy']","[28.652451758154, 135.02880123114406, 92.95994850801554]","[217.34797429438362, 14.32582093595073, 168.53538709109623]","[217.37778913366904, 141.56890871893495, 184.22618829025413]","[244.3642057906387, 249.8681169864063, 249.25269057705754]"
./healthy/DSC03728.JPG,"['healthy', 'healthy']","[17.038940620931896, 58.619186146151634]","[158.55123187690785, 111.26218355264729]","[31.709390542586533, 213.64093727085648]","[244.19017154321796, 145.04103710628118]"
./healthy/DSC03746.JPG,"['healthy', 'healthy', 'healthy']","[112.42568550897451, 51.89912331793664, 7.882392373949898]","[144.6042331856329, 50.30073383046562, 113.8495709112357]","[214.21065770126424, 188.4811423848201, 203.88291691362943]","[219.36503937591183, 238.49237074789602, 244.26908975651358]"
./healthy/DSC03764.JPG,['healthy'],[66.50685920215741],[135.34094101513324],[177.40097320437343],[205.67047165584623]
./healthy/DSC03782.JPG,"['healthy', 'healthy', 'healthy', 'healthy']","[166.2031199784175, 38.41548105515358, 34.644429579199425, 209.5979566704152]","[108.05555993748598, 199.8165767921973, 17.0432588028591, 90.79654190417455]","[215.6450579731238, 66.13906204775307, 206.9651161726121, 241.75674746931358]","[239.90715404814623, 202.58001857584608, 24.598569168799287, 226.64061702913102]"
./healthy/DSC03800.JPG,"['healthy', 'healthy', 'healthy']","[50.72008728121946, 47.67850717623082, 42.73025282061147]","[237.6240610328075, 166.7786856795593, 68.71417192976412]","[213.45629675338722, 222.7633230575716, 99.14422960424724]","[252.60951573355507, 167.0681219141281, 229.17833492860632]"
./healthy/DSC00155.JPG,"['healthy', 'healthy', 'healthy', 'healthy']","[66.72083894340079, 193.6097582829331, 90.20941991760327, 39.415690590464834]","[45.85607168707617, 64.25578683992381, 166.13337489494273, 218.99668321444508]","[117.8552312671969, 206.1047770941877, 93.21308896853691, 126.07286052548474]","[92.43171857409402, 215.55756038101367, 233.25521339374274, 229.01826510951912]"
./healthy/DSC00156.JPG,"['healthy', 'healthy', 'healthy']","[40.35764530980583, 204.74506329103792, 87.01095358705535]","[65.45007463078431, 162.0369564590751, 59.52414580095703]","[134.4665528134251, 247.65922431841489, 230.3404253710222]","[118.99642059373025, 251.61132245620993, 103.21209166757353]"
./healthy/DSC00157.JPG,"['healthy', 'healthy', 'healthy']","[59.69265044767826, 118.90771480926318, 56.30845121972379]","[22.29317611959746, 98.19118866220106, 118.1435281040061]","[114.05180565396088, 202.23727165351798, 160.08185170722936]","[158.09084498773734, 205.10032206287028, 141.64840988471428]"
./healthy/DSC00158.JPG,"['healthy', 'healthy', 'healthy']","[144.8196299172554, 38.83366837718381, 120.97693070539694]","[146.12829978893612, 14.925727007390691, 35.193786652331625]","[232.81874148445155, 96.26566637752998, 192.72711133034957]","[199.97470770398246, 216.59341227168517, 115.31319437094464]"
./healthy/DSC00159.JPG,['healthy'],[7.854742483240187],[56.900391296524816],[249.19943775141263],[206.01581822679088]
./healthy/DSC00162.JPG,"['healthy', 'healthy', 'healthy']","[100.17618009398723, 41.115028987865315, 13.856714718349565]","[61.60798744725045, 156.55832587067718, 38.82091828622711]","[225.95072806983833, 155.8841892690974, 182.86965908927797]","[70.46552988016168, 218.16501049738156, 221.8077874982441]"
./healthy/DSC00165.JPG,['healthy'],[59.064928293483376],[35.177433298004786],[246.31683061166177],[46.48922639952235]
./healthy/DSC00169.JPG,"['healthy', 'healthy']","[88.07849743045475, 188.67034680687064]","[62.62345177365347, 132.64396445182385]","[179.6213500883258, 243.3211616063296]","[147.1127734693065, 173.98080265375904]"
./healthy/DSC00175.JPG,"['healthy', 'healthy', 'healthy']","[107.88885867759066, 13.396988581255272, 176.84289088943223]","[165.67754146347173, 88.52065814651962, 97.98519573328173]","[164.7260448008672, 222.38577524236774, 229.10137734225594]","[184.0210898105984, 245.95533951841952, 151.1324333965141]"
./healthy/DSC00177.JPG,"['healthy', 'healthy']","[18.646093892455667, 6.576532893361588]","[218.61959951732103, 20.52272954732382]","[41.62333439239478, 170.72872099203818]","[252.0533677009431, 45.173766574109806]"
./healthy/DSC00178.JPG,['healthy'],[20.828980239662855],[50.35318626368377],[120.57877503775333],[245.04551666342542]
./healthy/DSC00188.JPG,"['healthy', 'healthy', 'healthy', 'healthy']","[9.465994400742602, 30.230523730439046, 95.2258809816091, 4.546762996182878]","[115.79654497016122, 66.94979460155, 2.5864419033600257, 84.77805650338726]","[177.87583046455862, 53.09117919052102, 113.6996385564482, 17.067694939955658]","[250.7965225814253, 215.97569245454702, 99.53846675025372, 147.3744868334057]"
./healthy/DSC00198.JPG,['healthy'],[119.09734168034234],[63.822627018758766],[225.7091358173036],[140.72591702033395]
./healthy/DSC00206.JPG,['healthy'],[91.31987070869678],[193.79767249065466],[111.91632573021411],[222.8589935179643]
./healthy/DSC00208.JPG,['healthy'],[98.35068299535004],[55.205190600962226],[190.0382990764156],[182.26192511817658]
./healthy/DSC00209.JPG,"['healthy', 'healthy', 'healthy']","[94.6878848015879, 94.92041356674838, 4.523662556028796]","[154.8502096647313, 41.2009524797821, 27.600867002840005]","[192.62977320563547, 193.56266923179277, 241.19032330055748]","[185.45200517848798, 212.1876487841576, 144.7167418923709]"
./healthy/DSC00231.JPG,"['healthy', 'healthy', 'healthy']","[186.98624940643282, 199.69753080729944, 187.9887950897215]","[131.3673966380681, 0.19125371911064803, 41.32342407013087]","[217.27682209178022, 200.28181367403303, 219.71836833056184]","[225.1122092922476, 237.60516963917019, 122.21227245178369]"
./healthy/DSC00256.JPG,"['healthy', 'healthy', 'healthy']","[20.508884532555896, 11.479487934913891, 194.09538598070594]","[145.37622261561862, 56.14319647081746, 30.193210689091444]","[198.2574692153491, 25.993810448165675, 210.97603619466932]","[149.6346993098817, 134.60879380013625, 132.85710585956843]"
./healthy/DSC00264.JPG,"['healthy', 'healthy', 'healthy', 'healthy']","[206.70728590052656, 191.29781535697182, 140.7855788013468, 92.7258264431581]","[190.72788753755847, 68.86751611105848, 66.14968116933017, 165.0493199549159]","[232.86057420084668, 193.3012213658016, 244.03860090761788, 253.37233022876242]","[254.78446516420692, 71.94539299998917, 226.7293707438365, 165.92673501774206]"
./healthy/DSC00265.JPG,"['healthy', 'healthy', 'healthy', 'healthy']","[37.63520987714412, 135.42433778825688, 14.719829971140143, 127.74922325917726]","[25.658575177584453, 146.4986589914516, 79.66609513746968, 65.36482221809419]","[92.86333834304037, 148.08625995252248, 70.78087344102829, 178.19406752915745]","[139.0520460484574, 191.96456024620028, 254.89680819353848, 138.67096687350343]"
./healthy/DSC00266.JPG,"['healthy', 'healthy']","[31.351828294587534, 26.235200609041925]","[27.308186747519528, 47.78677385577814]","[204.9312435735176, 46.11620487292282]","[209.41402243494272, 197.2271955231509]"
./healthy/DSC00267.JPG,['healthy'],[2.781890839604955],[30.66368649674297],[169.76056769557417],[69.15146401435243]
./healthy/DSC00268.JPG,"['healthy', 'healthy', 'healthy']","[7.144345027811852, 52.68037656280916, 110.49284605304405]","[23.08061576584859, 159.08653258912602, 92.59349777215041]","[71.81804655124418, 60.118677472401544, 234.3213194838624]","[211.1403111843141, 196.91616617064358, 236.96647459571648]"
./healthy/DSC00272.JPG,"['healthy', 'healthy', 'healthy']","[224.29896966274362, 113.51450879341684, 81.10843700694338]","[40.98605427985166, 144.70962090316738, 85.08454503030754]","[244.5249986539821, 141.88749713400193, 218.22367619983737]","[69.96977847832818, 248.48349910488452, 190.73090144405907]"
./healthy/DSC00302.JPG,"['healthy', 'healthy']","[123.44535682214388, 165.3703383366259]","[14.500327789133934, 197.00000048846425]","[168.071694498058, 185.15038660563005]","[57.190647739574956, 230.5200293606607]"
